perturbation,direction_score,direction_sign_agreement,direction_n_donors,direction_per_donor
ATRX,0.0540041798606094,False,2,0.1478;-0.0398
PRIM2,0.05401114535588736,True,1,0.0540
BZW2,0.05409237896176733,True,2,0.0182;0.0900
GLT8D1,0.05414975481008899,True,2,0.0013;0.1070
AGK,0.05417645598080767,False,2,0.1269;-0.0185
CDC42,0.05418038670794301,True,2,0.0751;0.0333
WDPCP,0.05429875839426768,False,2,-0.1386;0.2472
ID1,0.054300204849947686,True,2,0.0723;0.0363
EXOG,0.05434787404322561,False,2,0.1186;-0.0099
KMT2B,0.05442004205887285,True,2,0.0775;0.0314
ZNF213,0.054429824586945674,False,2,-0.1122;0.2211
XPO4,0.054437531600962985,False,2,-0.0245;0.1334
STRN,0.054518711802989284,True,2,0.0354;0.0736
R3HCC1L,0.054557490591435,True,2,0.0521;0.0570
SELENOM,0.0545831388707263,True,2,0.0536;0.0555
STON2,0.05462952789503117,False,2,0.1298;-0.0205
DDX17,0.054671219017576544,False,2,-0.0024;0.1117
RAMAC,0.054712945659213474,False,2,0.1398;-0.0304
CASTOR1,0.05474656683246382,False,2,-0.0102;0.1197
ZNF414,0.054757513880626774,False,2,-0.0294;0.1390
ENTPD6,0.054768016970657696,False,2,0.1295;-0.0199
SDHC,0.05479488814043809,False,2,-0.0806;0.1902
UTP6,0.05482152011963659,True,2,0.1004;0.0093
PPIA,0.054831753357066915,False,2,-0.0707;0.1804
UPF1,0.05486966853624664,True,1,0.0549
BICDL1,0.054929448969468275,False,2,0.1619;-0.0521
APPL2,0.054932255648192485,False,2,-0.0349;0.1447
ARPP19,0.054973157012592644,False,2,-0.1343;0.2442
MAN1C1,0.05507240843509753,True,2,0.0822;0.0280
BLOC1S5,0.05518037524084857,False,2,0.1722;-0.0618
MEI1,0.055212368871738415,False,2,0.2632;-0.1527
ELOVL7,0.055215026534296,True,2,0.0135;0.0969
MDM4,0.055233931168298334,True,2,0.0094;0.1011
PHLDB1,0.05523479010406818,True,2,0.0703;0.0402
EID3,0.0552671245850872,True,2,0.0805;0.0300
S1PR1,0.05529090872039799,False,2,-0.0120;0.1226
TMEM45B,0.05529339075470763,False,2,0.1378;-0.0272
TNS4,0.05533383179598439,True,2,0.0384;0.0723
PPM1A,0.05535362487476159,False,2,0.1565;-0.0458
SPOP,0.05541743690416434,True,2,0.0485;0.0623
DAGLA,0.05543445098984656,True,2,0.0299;0.0810
FOXH1,0.05549189326198778,False,2,0.2056;-0.0946
PLPP1,0.05557065537471606,False,2,-0.0496;0.1608
ZNF257,0.0556756707364231,False,2,0.1730;-0.0616
FAM171A1,0.05569726161184396,False,2,0.1187;-0.0073
TOMM70,0.055713701588823605,True,2,0.0781;0.0333
ATP2A2,0.055722528994695986,True,2,0.0570;0.0544
KLHL7,0.05572418728635187,True,2,0.0302;0.0812
CABP5,0.05573097612093103,False,2,-0.0023;0.1138
CIDEB,0.055776116495707684,True,2,0.0819;0.0297
LRP1,0.055813880295212615,False,2,0.1401;-0.0284
HMGN4,0.055841030540568104,False,2,0.2863;-0.1747
MS4A6A,0.05594451157128477,True,2,0.0796;0.0323
GRIP1,0.055956627538310544,True,2,0.0347;0.0772
NELL2,0.05597711002575345,True,2,0.0835;0.0284
ZNF451,0.05599124729058469,True,2,0.0362;0.0757
HAVCR2,0.056002922067340255,False,2,-0.0534;0.1654
ADGRB2,0.05616229141808937,True,2,0.0182;0.0941
INSM1,0.056182015057576695,True,2,0.0539;0.0585
GPS2,0.05618859470910187,False,2,-0.1219;0.2342
ANKRD11,0.05631292901390417,False,2,-0.0432;0.1558
CDKN1B,0.05634554512909695,False,2,0.1386;-0.0259
EVX2,0.05635183304473601,False,2,-0.0597;0.1724
CTNNA1,0.05635488927903687,False,2,-0.0177;0.1304
ANGEL2,0.05639139841223417,True,2,0.0454;0.0673
YJEFN3,0.056446501450393205,True,2,0.0805;0.0324
FKBP5,0.05645381658638915,False,2,-0.0170;0.1299
CCNB1,0.0564794897494274,True,2,0.0026;0.1104
CES2,0.05649830522103538,False,2,0.1179;-0.0049
RPUSD2,0.056543502624590625,True,2,0.0590;0.0541
EMC2,0.05655928023682966,True,2,0.0221;0.0910
EGFL6,0.0565841643392081,True,2,0.0497;0.0635
PVR,0.05658475967885401,True,2,0.0413;0.0719
RELL2,0.05660143255098382,False,2,-0.0900;0.2032
LACTB,0.056668392026106185,False,2,0.1607;-0.0474
DCAF5,0.05667424030857171,False,2,-0.1717;0.2850
AMZ2,0.056705286709719416,False,2,-0.0255;0.1389
WDR62,0.056801211237054394,True,2,0.0220;0.0916
SEH1L,0.05681827342731094,False,2,0.1576;-0.0439
PDIA5,0.05685227440189211,True,2,0.0837;0.0300
NBPF26,0.05686668533804973,False,2,-0.0787;0.1925
APOBEC3D,0.056960247155109056,True,2,0.0788;0.0351
NEXN,0.05705029127681627,False,2,-0.0573;0.1714
TADA1,0.057078859102932644,True,2,0.0614;0.0527
CALM2,0.05710067473702274,True,2,0.0702;0.0440
SCAF11,0.05713329217266827,True,2,0.0831;0.0312
ASXL1,0.05718733283417521,True,2,0.0056;0.1088
GNRH1,0.057223756691456074,False,2,0.1820;-0.0676
FOXA1,0.05722806859816676,True,2,0.0927;0.0218
HOXD10,0.05730644015811576,False,2,0.1414;-0.0268
TMEM99,0.05731796796503097,True,2,0.0394;0.0752
HIST1H1D,0.05735320627294249,False,2,0.2264;-0.1117
ZNF793,0.05739250264280782,False,2,-0.0588;0.1735
ABCD1,0.05740786872003267,True,2,0.0030;0.1118
SNAPC4,0.05740888843443903,True,2,0.0514;0.0635
STPG1,0.05744916207665296,True,2,0.0466;0.0683
FHOD1,0.05747628164035501,True,2,0.0117;0.1032
CALHM6,0.057492216778271876,True,2,0.0663;0.0486
SLC26A6,0.05749290497290327,True,2,0.1129;0.0021
EIF4EBP3,0.05750911499166811,True,2,0.1006;0.0144
UNK,0.057544735323145746,True,2,0.0971;0.0180
RCSD1,0.057668761273936386,True,2,0.0468;0.0686
CDKAL1,0.05768994194799715,False,2,-0.1254;0.2408
LRRC37A2,0.05777882273727286,True,2,0.0473;0.0683
ZDBF2,0.05781386544676481,True,2,0.0354;0.0802
FAM76A,0.057820290591648504,False,2,-0.0371;0.1528
P2RX7,0.057822646980489556,True,2,0.1011;0.0146
CARD8,0.057825373825574955,False,2,0.1278;-0.0121
KIF3B,0.05787931472970054,True,2,0.0086;0.1071
DDIT3,0.05789380083980078,True,2,0.0075;0.1083
PSMF1,0.05789386079428349,False,2,0.1244;-0.0086
ZNF704,0.057897912319375244,False,2,0.1817;-0.0659
ZNF532,0.05792357978604834,False,2,-0.0857;0.2015
LSM5,0.057930873300605756,False,2,-0.1868;0.3026
ICK,0.057996693327664994,False,2,-0.0291;0.1451
POU2F3,0.058029879597748024,False,2,0.1643;-0.0482
TOP3B,0.05805189202706451,True,2,0.0601;0.0560
FCHO2,0.05809421667883358,False,2,0.1720;-0.0559
NKX6-2,0.058250883051061186,False,2,-0.0014;0.1179
CD101,0.058292603709272806,True,2,0.0152;0.1013
TMPRSS13,0.05830261827162908,True,2,0.0031;0.1135
ZNF362,0.05833774564666394,False,2,0.1271;-0.0104
TUBA4A,0.058398054557341705,True,2,0.0339;0.0829
NTN5,0.058419879421987564,True,2,0.0842;0.0326
EIF4E2,0.05842727573773576,False,2,0.1186;-0.0017
KIF22,0.0584351188106208,False,2,-0.1408;0.2577
SNX17,0.05844411467498034,False,2,-0.0191;0.1360
GLRX,0.05844885911210318,True,2,0.0885;0.0284
UBE2F,0.0584903068324073,True,2,0.0423;0.0747
MAGI2,0.05852073677607483,False,2,-0.0133;0.1303
SWI5,0.05857053886783492,False,2,0.1416;-0.0245
RNF149,0.058612000505361306,False,2,-0.0067;0.1239
MORN2,0.05862581147089685,True,2,0.0416;0.0757
LCORL,0.05862582338700417,False,2,-0.0982;0.2155
NOP14,0.058698825090442386,False,2,0.2709;-0.1535
B3GALT2,0.05878275319690918,True,2,0.0048;0.1127
FCRL6,0.05879000175943516,True,2,0.0802;0.0374
RBM10,0.05882986777150068,False,2,0.1772;-0.0595
ZBTB38,0.05885378246849171,True,2,0.0566;0.0611
DAAM1,0.05888585463344098,False,2,-0.0344;0.1522
SOHLH2,0.0588985642393382,False,2,0.2046;-0.0869
DMC1,0.05891298217599006,False,2,-0.0453;0.1631
TRIT1,0.058927435306941334,False,2,0.1669;-0.0491
HBD,0.05898932507611221,False,2,0.1420;-0.0240
SNX29,0.05909778088586071,False,2,-0.0329;0.1511
GTF2H1,0.059103250421599585,True,2,0.0710;0.0472
LPAR3,0.05917021914763021,True,2,0.0130;0.1053
LYZ,0.05927553605671121,False,2,-0.0577;0.1763
PIP5K1A,0.05929629773910228,False,2,-0.0232;0.1418
SAR1A,0.05929916548469982,True,2,0.0843;0.0343
SAP18,0.059333498033264265,True,1,0.0593
SERGEF,0.059336017298500576,False,2,-0.2092;0.3278
PKP4,0.05935662356502136,True,2,0.0061;0.1126
ZNF512B,0.05935771467079798,False,2,-0.0059;0.1246
RNF135,0.059393020844031974,True,2,0.0691;0.0497
GGCX,0.059449867321041405,False,2,-0.0259;0.1448
VASP,0.05945319393776094,False,2,-0.0515;0.1704
ZNF592,0.059466076695879444,False,2,0.1391;-0.0202
CLUAP1,0.05949601789695158,True,2,0.0252;0.0938
BTG2,0.059587571978917175,True,2,0.0086;0.1106
TOE1,0.05959013731840879,True,2,0.0806;0.0386
DYRK1B,0.05964296305037242,True,2,0.0002;0.1191
STAB1,0.05966786357272946,False,2,-0.0111;0.1305
CRIP1,0.05970199325762593,True,2,0.0045;0.1149
BBC3,0.05974652555503179,True,2,0.0480;0.0715
ZC3H3,0.05978147769560527,True,2,0.0733;0.0463
DRICH1,0.05986913198984922,False,2,0.1397;-0.0200
TMSB15B,0.05991490504174746,True,2,0.0868;0.0331
CD8A,0.060043296971213356,False,2,0.1820;-0.0619
KIFC1,0.06008632927450752,True,2,0.0733;0.0469
FOXL1,0.0601645261666508,False,2,-0.1320;0.2524
TOX2,0.06022212017311146,False,2,-0.0422;0.1627
ZFP41,0.06022528472178701,False,2,-0.0724;0.1928
GPR150,0.06024816835083524,True,2,0.0210;0.0995
OSBPL7,0.06025707419169013,False,2,-0.0716;0.1921
MRPL53,0.06033525150106289,False,2,0.1741;-0.0535
CTR9,0.060345355974357195,True,1,0.0603
CRYZL1,0.06049107562640155,True,2,0.0995;0.0215
DOK4,0.06053425295743531,True,2,0.0462;0.0749
SIAH1,0.06056138281649015,False,2,-0.0581;0.1793
NF2,0.06057443541634844,True,2,0.0787;0.0425
LIG3,0.06060601912749175,True,2,0.0362;0.0851
ZNF256,0.0606172480147788,False,2,0.2016;-0.0804
NCALD,0.06071783155621424,False,2,-0.0433;0.1648
ZNF562,0.06074351900290542,True,2,0.0130;0.1084
LAMA3,0.060874673619840336,True,2,0.0008;0.1210
MRTFB,0.06089039061065199,False,2,0.2709;-0.1491
ENTPD1,0.060923084523016535,False,2,-0.1066;0.2284
FAM98B,0.0609599182354813,True,2,0.0877;0.0342
ZNF134,0.06100195212589321,True,2,0.0590;0.0630
ELP4,0.061195886376365416,True,2,0.0139;0.1085
SSBP4,0.06123861420009957,False,2,0.2951;-0.1726
DHX34,0.061268531224492384,False,2,-0.0009;0.1235
ARHGAP11B,0.061283686590154374,True,2,0.0138;0.1088
RNF41,0.06134863154909398,False,2,0.1759;-0.0532
ZNF716,0.06140372625929902,False,2,0.1441;-0.0213
ACTN1,0.061425486966023346,True,2,0.1028;0.0201
TRIM61,0.06149738863600024,False,2,0.1637;-0.0407
MIA,0.061540747056479106,False,2,0.1906;-0.0675
