perturbation,direction_score,direction_sign_agreement,direction_n_donors,direction_per_donor
LYSMD4,-0.0864598800376829,False,2,0.0610;-0.2340
RIPOR2,-0.08645658960881775,True,2,-0.1657;-0.0072
DPF2,-0.08639559676488517,True,2,-0.0327;-0.1401
ZNF792,-0.08632468127231319,True,2,-0.1629;-0.0098
GNA15,-0.08632308262635469,False,2,0.0103;-0.1830
ATP6V1G2,-0.08632226327357578,True,2,-0.1355;-0.0372
KLRK1,-0.0863183800465897,False,2,0.0241;-0.1967
ZNF438,-0.08631627843576639,False,2,-0.1924;0.0198
HIST1H2BD,-0.08630159203299637,False,2,-0.1790;0.0064
PANX2,-0.0862407549402997,False,2,-0.2045;0.0321
BAG2,-0.08623141335328066,True,2,-0.1132;-0.0593
NLRP1,-0.08616848636793545,False,2,0.0027;-0.1750
SLC25A26,-0.08616111764713907,True,2,-0.1235;-0.0488
CEP68,-0.08616057406296662,True,2,-0.0059;-0.1664
HUS1B,-0.08612610024143114,True,2,-0.0303;-0.1420
MARK2,-0.08612173932572892,True,2,-0.0230;-0.1492
ANKAR,-0.08611477398218376,True,2,-0.0810;-0.0913
PEX2,-0.0861078218172544,True,2,-0.0826;-0.0896
URM1,-0.08609801217651042,True,2,-0.0273;-0.1449
RAB20,-0.08609569895994851,False,2,-0.2140;0.0418
TRIB1,-0.08609501506521655,True,2,-0.0793;-0.0929
ARHGAP21,-0.08609308127016568,True,1,-0.0861
UBR2,-0.08608999942616025,True,2,-0.1482;-0.0240
ATP23,-0.08608338544968208,True,2,-0.1231;-0.0491
DHRS3,-0.0860824001534356,False,2,0.0580;-0.2301
DCTN5,-0.08607363050249406,True,1,-0.0861
VEZT,-0.0860575652638963,False,2,-0.2256;0.0535
HCN3,-0.08604753096268286,True,2,-0.0851;-0.0870
RWDD2B,-0.0860361825901943,True,2,-0.0793;-0.0928
H6PD,-0.08603222669869282,False,2,-0.2519;0.0798
CHRM4,-0.08603057911204376,True,2,-0.0718;-0.1003
PCNX1,-0.08601133854112053,True,2,-0.0596;-0.1124
TRIM14,-0.08599174977940666,True,2,-0.0920;-0.0800
CARD17,-0.08597731185598739,True,2,-0.0497;-0.1223
DIP2B,-0.08597193810187048,True,2,-0.0151;-0.1569
BCAS4,-0.08594887869007073,True,2,-0.1159;-0.0560
TMEM241,-0.08592779453788313,True,2,-0.1017;-0.0702
FAM102A,-0.0858938729703253,True,2,-0.0728;-0.0990
FAM83H,-0.08587576579150275,True,2,-0.0882;-0.0836
ERC1,-0.08585064000921416,False,2,0.0208;-0.1925
MANBAL,-0.08581530914013491,False,2,-0.1840;0.0123
MYCN,-0.08577915842411249,True,2,-0.1105;-0.0611
RHOQ,-0.08577373472060135,True,2,-0.1680;-0.0036
TATDN3,-0.08573553199412265,True,2,-0.0726;-0.0989
ACACA,-0.08573281385936987,False,2,0.0404;-0.2118
CPQ,-0.08568699988842599,True,2,-0.1462;-0.0252
SGTB,-0.08564692386931316,True,2,-0.1712;-0.0001
MRPS2,-0.08563784722364415,True,2,-0.1057;-0.0656
MFSD14A,-0.0856345782086787,True,2,-0.1559;-0.0154
MYH10,-0.08562954447342197,True,2,-0.0592;-0.1121
OTUD3,-0.08561994427161768,True,2,-0.1104;-0.0608
SLIT3,-0.0855791126014715,True,2,-0.0948;-0.0763
ZNF281,-0.08554077244675728,False,2,-0.2590;0.0880
CCDC130,-0.0855215273547823,True,2,-0.0195;-0.1516
ENTPD5,-0.085519274508706,True,2,-0.1218;-0.0492
PEAR1,-0.08546624502465172,False,2,-0.3143;0.1434
DTD1,-0.08545814629032383,True,2,-0.1139;-0.0570
FPGS,-0.08544959783497119,True,2,-0.0801;-0.0908
PPHLN1,-0.08544856199437656,True,2,-0.1404;-0.0305
SERPINE3,-0.08543920031517155,True,2,-0.0440;-0.1268
ENOX2,-0.08541640031927766,True,2,-0.0104;-0.1604
PXMP4,-0.08540587221077961,True,2,-0.0174;-0.1535
APOL1,-0.0853936001877389,True,2,-0.1685;-0.0023
NT5C2,-0.08533195312925695,True,2,-0.0665;-0.1042
ARHGDIB,-0.08531786940705727,True,2,-0.1086;-0.0620
LYSMD3,-0.08530506121518411,True,2,-0.0212;-0.1494
EPOP,-0.08530243657611547,False,2,-0.3371;0.1664
QSOX2,-0.085295263520064,True,2,-0.0559;-0.1147
IDH3B,-0.08529195034522635,True,2,-0.0331;-0.1375
CUL3,-0.08527739315062932,False,2,0.0503;-0.2209
RDM1,-0.08527299164882735,True,2,-0.1388;-0.0318
CEACAM1,-0.08527040008124975,True,2,-0.1417;-0.0288
HOMER3,-0.08526679704947498,True,2,-0.0045;-0.1661
RHOXF1,-0.0852636704712833,True,2,-0.0955;-0.0750
AP1S2,-0.08519809859783567,True,2,-0.0583;-0.1121
ZNF518B,-0.08518180087059962,False,2,0.1171;-0.2875
ABCD3,-0.0851550141567744,True,2,-0.0643;-0.1060
ANKRD13D,-0.08512904690758288,True,2,-0.0696;-0.1007
SOX13,-0.08507289981799071,True,2,-0.0788;-0.0913
STATH,-0.08498357428860459,False,2,-0.2144;0.0445
GDPGP1,-0.08488636933159915,True,2,-0.1321;-0.0376
PTGFRN,-0.0848270652687978,True,2,-0.0175;-0.1521
SLC7A11,-0.08480736019951035,True,2,-0.1294;-0.0402
CA5B,-0.08479014505583382,False,2,-0.2013;0.0318
DCAF6,-0.08478821916567736,False,2,-0.2380;0.0684
ERLIN1,-0.08477866557772207,True,2,-0.0390;-0.1306
IL22,-0.08470807107703976,True,2,-0.0252;-0.1442
ZIM3,-0.08469835440784618,True,2,-0.0526;-0.1168
CANT1,-0.08469719325627895,True,2,-0.1379;-0.0315
TBC1D17,-0.08468561126024782,True,2,-0.1074;-0.0620
GPX2,-0.08467606579086073,True,2,-0.0654;-0.1039
PRB2,-0.08467176173532881,True,2,-0.0079;-0.1615
CD300LF,-0.0846615126860325,True,2,-0.0402;-0.1291
RRAS,-0.08463087894664756,False,2,-0.1878;0.0185
ANXA1,-0.08458232657274833,True,2,-0.0965;-0.0726
DRGX,-0.08458144679825486,True,2,-0.0765;-0.0927
GMNN,-0.08453793181172986,False,2,-0.1922;0.0232
FCER1G,-0.08451287267330243,True,2,-0.0295;-0.1395
TIMP1,-0.08449027254030655,True,2,-0.0572;-0.1118
VDAC2,-0.08446347250525216,True,2,-0.1263;-0.0426
DNAJA4,-0.08444915942423459,False,2,-0.2718;0.1029
CYBB,-0.08444665162814435,True,2,-0.1587;-0.0102
BROX,-0.08444510574231012,False,2,-0.2713;0.1024
PIP5K1B,-0.0843891447547711,True,2,-0.1565;-0.0123
MKRN3,-0.08437271876689811,False,2,-0.2821;0.1133
OSBPL9,-0.08435190799786829,True,2,-0.1527;-0.0160
INTS12,-0.08434599335757748,True,2,-0.1268;-0.0419
PTPN18,-0.08433234763956604,True,2,-0.1233;-0.0454
MSANTD4,-0.08430037864212014,True,2,-0.0432;-0.1254
LSMEM1,-0.08429484692898298,True,2,-0.0951;-0.0735
LMTK3,-0.0842564838838078,False,2,-0.1875;0.0190
S100A9,-0.08424617738387996,True,2,-0.0288;-0.1397
ARMC5,-0.08423049865811966,True,2,-0.0116;-0.1569
THEMIS2,-0.08419238360396064,True,2,-0.1421;-0.0263
RMND5A,-0.08417210060129843,True,2,-0.0243;-0.1441
CDYL2,-0.08415101327653901,False,2,0.0218;-0.1901
ALDH2,-0.08411665367358989,False,2,-0.2021;0.0338
POPDC2,-0.08405525092785954,True,2,-0.0457;-0.1224
TALDO1,-0.08405324494743299,True,2,-0.0029;-0.1652
DUSP1,-0.08404055548880063,True,2,-0.1625;-0.0056
MTFR2,-0.08395681781774339,True,2,-0.1084;-0.0595
NOP9,-0.08394002608091528,True,2,-0.0525;-0.1154
ATP5F1E,-0.08391682400353861,True,2,-0.1417;-0.0261
PLLP,-0.08389664515039291,True,2,-0.0444;-0.1234
C2orf49,-0.08386184207471975,True,2,-0.0354;-0.1323
SYCP2,-0.0838452799679188,True,2,-0.0106;-0.1571
FAM49A,-0.0838387655990846,False,2,0.0508;-0.2185
PDGFA,-0.08383501089490603,True,2,-0.0692;-0.0984
STXBP3,-0.08382648939270987,False,2,-0.1789;0.0113
TMEM102,-0.08382486643856596,True,2,-0.1347;-0.0329
NR3C2,-0.08381364563284716,False,2,0.0402;-0.2079
RND1,-0.08379827061997352,True,2,-0.1094;-0.0582
AQP11,-0.08378193084791397,True,2,-0.0722;-0.0953
MZF1,-0.08377148354277308,True,2,-0.0915;-0.0761
DENND2D,-0.08375955354335124,False,2,0.0319;-0.1994
NME9,-0.08374397860591776,True,1,-0.0837
MAD2L1BP,-0.08372521519082976,True,2,-0.0439;-0.1236
SLC25A34,-0.0837144978180952,True,2,-0.0132;-0.1542
POU4F1,-0.08369705380174036,True,2,-0.0701;-0.0973
HSP90AB1,-0.0836958334568138,True,2,-0.0776;-0.0898
TMEM268,-0.08367350651650002,True,2,-0.0687;-0.0986
TMEM64,-0.08362799048607289,True,2,-0.0271;-0.1402
ZNF766,-0.08362104295716583,True,2,-0.0245;-0.1428
CLIC5,-0.08361112943240989,True,2,-0.1192;-0.0480
VEGFB,-0.0835804465385403,True,2,-0.0412;-0.1259
LITAF,-0.08356102413311672,True,2,-0.0724;-0.0947
PRDX3,-0.0835601696825431,True,2,-0.0822;-0.0849
NEK7,-0.08355458045465108,True,2,-0.0619;-0.1052
SRR,-0.08354442168495585,True,2,-0.0665;-0.1006
PAFAH1B3,-0.08350621922153217,True,2,-0.0685;-0.0985
PYURF,-0.08349605683398997,True,2,-0.0280;-0.1390
CDCP1,-0.08347899538508396,True,2,-0.0510;-0.1160
ATP8B3,-0.08344013450474946,True,2,-0.0569;-0.1099
C12orf73,-0.08343196198418407,True,2,-0.0187;-0.1482
PNPO,-0.08342632367585229,True,2,-0.0170;-0.1499
MRPL17,-0.08328798863336212,True,2,-0.0964;-0.0701
PLOD1,-0.08328597686222367,True,2,-0.1110;-0.0555
TMEM136,-0.08327613857203386,True,2,-0.0977;-0.0689
TEX12,-0.08324990606879751,True,2,-0.1200;-0.0465
YIPF3,-0.08320945558915605,True,2,-0.1452;-0.0212
ADAM8,-0.08320678344497834,True,2,-0.0272;-0.1392
PCGF6,-0.08317425657930277,True,2,-0.1496;-0.0168
DMAP1,-0.08315264569086478,True,1,-0.0832
C6orf47,-0.08315064591238952,False,2,0.0053;-0.1716
ITM2B,-0.08313663984735514,True,2,-0.0650;-0.1013
DPM2,-0.08311791647222433,True,2,-0.0073;-0.1590
DDX19A,-0.08311193454992394,True,2,-0.0825;-0.0837
ATP2C1,-0.08307783975900124,False,2,0.0638;-0.2299
XPO5,-0.0830772738577546,False,2,0.0775;-0.2436
PRICKLE3,-0.08301104684432015,False,2,-0.1950;0.0290
DNAJC27,-0.08298173711183987,True,2,-0.0604;-0.1056
TP53I13,-0.08297836136285297,True,2,-0.1235;-0.0424
MKKS,-0.08297588254001825,True,2,-0.0868;-0.0791
INPP5A,-0.08297034110117352,True,2,-0.0012;-0.1647
SNX20,-0.08294030302689664,True,2,-0.0885;-0.0774
UBR1,-0.0828718251939441,True,2,-0.1214;-0.0444
TSHZ2,-0.08286029949649903,True,2,-0.0557;-0.1100
ESM1,-0.08284934123363485,False,2,-0.1844;0.0187
SYNGR3,-0.08283970209439451,True,2,-0.0810;-0.0847
YOD1,-0.08276345643561867,False,2,0.0257;-0.1912
PHF11,-0.08274868493699916,True,2,-0.0745;-0.0910
CLTA,-0.08273387038410224,False,2,0.0338;-0.1993
VAV3,-0.08273132538047467,False,2,0.0426;-0.2080
GPR157,-0.08264252506483993,True,2,-0.1490;-0.0163
SDHAF1,-0.082622325040699,True,2,-0.0668;-0.0985
PHF13,-0.0826107183138351,True,2,-0.0351;-0.1301
AHDC1,-0.08260087058459392,True,2,-0.1152;-0.0500
HHLA2,-0.08259701980432066,True,2,-0.0744;-0.0907
ZNF454,-0.08254842720968314,True,2,-0.0255;-0.1395
COQ10A,-0.08253367426051056,False,2,0.0232;-0.1882
TBC1D1,-0.08250727734568242,False,2,-0.2299;0.0648
TLX3,-0.08250243939993818,True,2,-0.0418;-0.1232
RRAGA,-0.08249476437975306,True,2,-0.0738;-0.0912
THAP8,-0.0824672719167715,True,2,-0.0815;-0.0834
SIX2,-0.08245559695484206,True,2,-0.1436;-0.0213
TMEM201,-0.08242691380796419,True,2,-0.1170;-0.0479
USP19,-0.08242273596697336,True,2,-0.1223;-0.0426
SPTSSB,-0.0823704299817678,False,2,-0.2828;0.1180
GIPC1,-0.08234219289473627,True,2,-0.1094;-0.0553
WDR12,-0.08233698131979306,False,2,-0.2383;0.0736
KRCC1,-0.08231718809049016,True,2,-0.0840;-0.0806
MEGF9,-0.08228943871388822,True,2,-0.0767;-0.0879
YPEL1,-0.08227843669635138,True,2,-0.1574;-0.0071
OCIAD1,-0.08224253343367738,True,2,-0.0105;-0.1540
HOXB6,-0.08220854008346179,True,2,-0.1026;-0.0618
KHNYN,-0.0822060282488109,True,2,-0.0828;-0.0816
FLYWCH1,-0.0821937975378822,True,2,-0.0094;-0.1550
POM121,-0.0821538105490614,True,2,-0.0708;-0.0935
CDC37,-0.08213920086242654,False,2,-0.2810;0.1167
LRRC4,-0.08211870922616765,True,2,-0.0763;-0.0879
ZSCAN21,-0.08211829121122188,True,2,-0.1285;-0.0357
EPGN,-0.08211707040257288,True,2,-0.0379;-0.1263
YY1AP1,-0.08208874357250595,False,2,0.0251;-0.1893
QTRT1,-0.08206331028524516,True,2,-0.0652;-0.0989
GGT1,-0.08206016379140313,False,2,-0.1940;0.0299
FOXO4,-0.0820569988568855,False,2,0.0982;-0.2623
ME3,-0.08204704498905468,True,2,-0.0069;-0.1572
NFXL1,-0.08203818893081016,False,2,-0.2177;0.0537
DUX4,-0.08201896084021265,True,2,-0.0043;-0.1598
MIS18A,-0.08201813747121756,True,2,-0.1287;-0.0353
AK4,-0.08199615264798621,False,2,-0.1645;0.0005
RAVER2,-0.0819931598538669,True,2,-0.0509;-0.1131
PRELID2,-0.08198961508918029,True,2,-0.0652;-0.0988
SMAD4,-0.08197505228460544,True,2,-0.0546;-0.1094
MEN1,-0.08195217894512702,True,2,-0.0559;-0.1080
PRKAA1,-0.08193243758867247,False,2,0.0843;-0.2482
ALG14,-0.08192930467124548,False,2,-0.1971;0.0332
POC1A,-0.08190754830304314,True,2,-0.1635;-0.0004
MTRNR2L8,-0.08188644542723772,True,2,-0.0159;-0.1478
NUMB,-0.08187224453217284,True,2,-0.0355;-0.1282
NUDT2,-0.08186240999063099,False,2,-0.2235;0.0598
SRGAP2,-0.08182672105710886,True,2,-0.0462;-0.1175
TMEM86B,-0.08181916825943836,False,2,-0.1708;0.0072
OXCT1,-0.08180591698229944,True,2,-0.0162;-0.1474
CNTNAP1,-0.08178995422671737,True,2,-0.0953;-0.0683
GLDC,-0.08177615093586388,True,2,-0.1333;-0.0303
LRP5L,-0.08175568969735003,True,2,-0.0942;-0.0693
ISX,-0.08172380492791598,False,2,0.1207;-0.2842
PPP6R3,-0.08168175144070855,True,2,-0.1485;-0.0148
RAB11FIP4,-0.0816747413136964,True,2,-0.0884;-0.0749
KNSTRN,-0.08166564627830247,True,2,-0.0487;-0.1146
BHLHE22,-0.08165273135531503,False,2,-0.1847;0.0213
PPIL3,-0.08163170048531737,True,2,-0.0755;-0.0877
TOR3A,-0.08161013755452573,True,2,-0.0150;-0.1482
PPP1R12C,-0.08156625865202483,False,2,-0.1976;0.0344
FAR1,-0.08153075362756812,True,2,-0.0482;-0.1149
C4BPB,-0.08151103523529446,False,2,0.0076;-0.1706
OLFM2,-0.08150890020574164,True,2,-0.1152;-0.0478
IL12A,-0.08150527195640311,False,2,-0.2879;0.1249
ZNF69,-0.08147119283079296,True,2,-0.1449;-0.0180
POU2F1,-0.08144616219290124,False,2,-0.1877;0.0248
CDK9,-0.0814321035629213,True,2,-0.1403;-0.0226
CORO7,-0.08143159728340715,True,2,-0.0903;-0.0725
ZNF552,-0.08139848180727072,True,2,-0.0424;-0.1204
RYR2,-0.08138930765067748,True,2,-0.0530;-0.1098
RNF5,-0.08134033119076861,True,2,-0.1178;-0.0449
SELENOK,-0.08134027942753003,True,2,-0.1169;-0.0457
DNHD1,-0.08133784104166597,False,2,-0.2044;0.0418
STXBP2,-0.08132963156134432,True,2,-0.0090;-0.1536
ZNF91,-0.08131512570067545,True,2,-0.0948;-0.0678
C11orf71,-0.08128556925106217,False,2,0.0063;-0.1688
NSDHL,-0.08124669902661902,True,2,-0.0698;-0.0927
NSG1,-0.08117677875267248,False,2,-0.1854;0.0230
NKTR,-0.08116248075918309,True,2,-0.1044;-0.0579
TMEM209,-0.0811464750433184,False,2,-0.2081;0.0458
TRIM35,-0.08107683214022221,False,2,-0.1747;0.0126
LNP1,-0.08107100837012327,False,2,0.0699;-0.2321
TRIB2,-0.08103689379201717,True,2,-0.1405;-0.0216
AFF4,-0.08099061454199463,True,2,-0.1032;-0.0588
RHOT1,-0.08093913020010035,True,1,-0.0809
PDLIM1,-0.08090273399779746,True,2,-0.0621;-0.0997
INSIG2,-0.08087678041585311,False,2,0.0123;-0.1741
MRPL27,-0.08087426986541385,True,2,-0.0207;-0.1410
SMAGP,-0.08087119801854292,True,2,-0.1447;-0.0170
ZNF852,-0.08079955907446057,True,2,-0.0199;-0.1417
VPS26A,-0.08078792455786721,True,2,-0.1408;-0.0208
LTB4R,-0.0807810990991788,True,2,-0.0274;-0.1342
PIK3CG,-0.0807014829763012,False,2,-0.1973;0.0359
SULF2,-0.08068808198812355,True,2,-0.0014;-0.1600
FBXL6,-0.08064139255859326,True,2,-0.0685;-0.0928
HIST1H2AJ,-0.08061502927712194,True,2,-0.0801;-0.0811
CITED4,-0.08060225652667086,False,2,-0.2349;0.0737
C15orf61,-0.08057306212523901,True,2,-0.0426;-0.1186
SRC,-0.08053444436279811,True,2,-0.1445;-0.0166
TTC21B,-0.08051511859539795,True,2,-0.0533;-0.1077
SOCS1,-0.08050831463826602,False,2,-0.2293;0.0683
BIN3,-0.08050810051031093,True,2,-0.0108;-0.1503
MOAP1,-0.080484594201082,True,2,-0.0946;-0.0663
UBALD2,-0.0804312190636729,True,2,-0.0432;-0.1176
NOG,-0.08040368019637834,False,2,-0.1619;0.0011
ULK1,-0.08037894091056952,True,2,-0.0868;-0.0740
TIFA,-0.08035151979961469,True,2,-0.0878;-0.0729
TYW5,-0.08031750644438196,False,2,-0.1658;0.0052
GIMAP4,-0.08030800283829176,False,2,0.0046;-0.1652
MON1B,-0.08029571904304311,False,2,0.0172;-0.1778
HERPUD2,-0.08026089289634636,True,2,-0.1048;-0.0557
SNX18,-0.08024629961737129,True,2,-0.1519;-0.0085
IFIT3,-0.08021827709626905,True,2,-0.0902;-0.0702
SLC39A10,-0.08020957397040429,True,2,-0.1284;-0.0320
CDK11B,-0.0801812253604417,False,2,-0.1839;0.0235
SCAI,-0.08017168263498503,True,2,-0.0815;-0.0789
EIF1B,-0.08014899058173686,False,2,0.0084;-0.1687
ATL1,-0.08014418538232804,False,2,-0.2981;0.1378
ACER2,-0.08010587154829407,False,2,-0.1731;0.0129
NME7,-0.08010079209828685,True,2,-0.0790;-0.0812
GALK2,-0.08005795833938867,True,2,-0.0460;-0.1141
ABCC10,-0.08003879593974905,True,2,-0.0556;-0.1045
CAAP1,-0.08000770076025576,True,1,-0.0800
ATP8A1,-0.07997099432652083,True,2,-0.0795;-0.0805
NR2F2,-0.07995341752736296,True,2,-0.0355;-0.1244
SGK1,-0.07995227675484429,False,2,0.0671;-0.2270
ZNF507,-0.07994993812272344,True,2,-0.0739;-0.0860
NKX2-8,-0.07993459574999973,False,2,-0.1620;0.0021
FAH,-0.07992606094888188,True,2,-0.1381;-0.0218
TSTD2,-0.07990946390850046,True,2,-0.0486;-0.1113
RNF8,-0.07990063989546292,True,2,-0.0468;-0.1130
IL36A,-0.07989070340248938,True,2,-0.1384;-0.0213
SFXN4,-0.07989018463771957,True,2,-0.0653;-0.0945
H1F0,-0.07988945083856314,True,2,-0.0764;-0.0833
RING1,-0.07985493690677703,True,2,-0.1056;-0.0541
FOXI1,-0.07984691916191844,False,2,0.0108;-0.1705
CD86,-0.07983070530362502,True,2,-0.1045;-0.0552
DPF1,-0.07981187543384038,True,2,-0.0559;-0.1037
PWWP2A,-0.07976868233273204,False,2,0.1208;-0.2803
TMEM231,-0.07969380068701237,True,2,-0.0267;-0.1327
GLRX5,-0.07969204941701369,True,2,-0.0471;-0.1123
STXBP5,-0.07969062152883333,True,1,-0.0797
METTL5,-0.07968846377425992,True,2,-0.1028;-0.0565
MELK,-0.07968479654437088,False,2,-0.1998;0.0404
TRIM17,-0.07961919565806191,True,2,-0.0882;-0.0710
ZNF430,-0.07961769118297807,True,2,-0.0459;-0.1133
EIF1AD,-0.07960740602012828,False,2,-0.2407;0.0815
ZSCAN4,-0.07960208958586096,True,2,-0.0984;-0.0608
POU2F2,-0.07960076022648155,True,2,-0.0282;-0.1310
PRKAR2A,-0.07953890074361597,True,2,-0.1032;-0.0559
GLCCI1,-0.07953368200544608,False,2,-0.2227;0.0637
GGA3,-0.0795259447142726,True,2,-0.1086;-0.0505
DYNC1LI1,-0.07952241626654477,True,2,-0.0950;-0.0640
MRPS7,-0.07950678307891712,False,2,0.0049;-0.1639
GSDMB,-0.07948989058489186,True,2,-0.1142;-0.0448
TPGS2,-0.07947631219770229,False,2,0.0156;-0.1746
MAML2,-0.07941222533114872,True,2,-0.1280;-0.0309
MTHFSD,-0.07937164745495051,True,2,-0.0371;-0.1217
ZNF655,-0.07936124177433762,True,2,-0.1299;-0.0288
PAPSS1,-0.07935544447993237,False,2,-0.2291;0.0704
B3GAT1,-0.07932578231011395,True,2,-0.0435;-0.1151
SIRT1,-0.07926656031274587,False,2,0.1108;-0.2694
LIAS,-0.07920146735586153,True,1,-0.0792
AGPAT1,-0.07919914034796749,False,2,-0.2495;0.0911
RALBP1,-0.07916081575048906,True,2,-0.0929;-0.0654
TSPAN9,-0.07915496049065818,True,2,-0.1353;-0.0230
BRICD5,-0.07913651284127532,True,2,-0.0583;-0.1000
ZNF683,-0.07913155425901852,True,2,-0.1180;-0.0402
TMC8,-0.07912707618284809,True,2,-0.1063;-0.0520
C1QBP,-0.07911582370005693,False,2,0.0054;-0.1636
RAD54L2,-0.07911286935880657,False,2,-0.2762;0.1180
SIGLEC14,-0.0791031178081465,False,2,-0.1886;0.0304
TSTD3,-0.07909049780077643,True,2,-0.0689;-0.0893
SLC9B2,-0.07907968011896321,True,2,-0.0521;-0.1061
MED25,-0.07907895854572733,True,2,-0.1443;-0.0138
CFAP45,-0.07907706170748302,True,2,-0.0638;-0.0944
EEF1E1,-0.07907541663043782,True,2,-0.0731;-0.0850
DUSP8,-0.07907247590704503,True,2,-0.1561;-0.0020
UQCRHL,-0.07905090657012603,True,2,-0.1424;-0.0157
SIL1,-0.0790263396750529,True,2,-0.0898;-0.0683
PM20D1,-0.0790179575382498,False,2,0.0126;-0.1707
HESX1,-0.07901746646978325,True,2,-0.1525;-0.0056
GALNT3,-0.07900578989775281,True,2,-0.1205;-0.0376
CHKB,-0.07899337152756969,False,2,0.0209;-0.1789
LLGL1,-0.07897665096806561,False,2,0.0354;-0.1934
DENND4C,-0.0789723040809941,False,2,0.0218;-0.1797
CFH,-0.07896145844545494,False,2,0.0110;-0.1690
GMFG,-0.07895126551837917,True,2,-0.0994;-0.0585
KCNG3,-0.07893711485936084,True,2,-0.1357;-0.0222
TARDBP,-0.07893327893260776,True,2,-0.0317;-0.1261
RASA4B,-0.07892014996176294,False,2,0.0188;-0.1766
OGG1,-0.07891439103882558,False,2,-0.2153;0.0574
TMEM184C,-0.07884258260779342,True,2,-0.1483;-0.0094
SLC35D2,-0.07874488335332813,True,2,-0.0634;-0.0941
RPS6KA4,-0.07874093717969122,True,2,-0.1195;-0.0379
SUPT16H,-0.07868180351600285,True,1,-0.0787
ARHGDIA,-0.07864247160989468,True,2,-0.0905;-0.0668
HSPB1,-0.07861340660736071,True,2,-0.1402;-0.0170
TMX2,-0.07859101578690209,True,2,-0.1483;-0.0089
C7orf50,-0.07857008119586961,True,2,-0.0720;-0.0851
PROZ,-0.07855414430263968,True,2,-0.0637;-0.0935
FERMT3,-0.07849914729021779,True,2,-0.0892;-0.0678
PTPRO,-0.07849796643075657,True,2,-0.0912;-0.0658
NUDT16L1,-0.07847293878997275,True,2,-0.1431;-0.0138
GSPT2,-0.07846577895500978,True,2,-0.1190;-0.0379
XPO7,-0.07842101892727132,False,2,0.0680;-0.2249
RAC2,-0.07840976911402875,True,2,-0.0346;-0.1222
CYP51A1,-0.07839931290066415,False,2,-0.1931;0.0363
OAZ1,-0.07831113449719501,True,2,-0.0110;-0.1456
FNIP1,-0.07829307258417328,False,2,-0.1664;0.0098
BTBD10,-0.07825168250492442,False,2,-0.2191;0.0626
MTHFD2,-0.07825031284381806,False,2,0.0090;-0.1655
CKS1B,-0.07823593184278527,True,2,-0.0617;-0.0948
NAA40,-0.07822410275712005,True,2,-0.1288;-0.0277
EDN3,-0.07819822167642776,False,2,-0.1681;0.0117
IFI27L1,-0.07812949079448317,False,2,-0.1713;0.0151
PYCARD,-0.07811187914666862,True,2,-0.1524;-0.0038
PYGM,-0.07809190776363195,True,2,-0.0742;-0.0820
APOPT1,-0.07808418580089804,False,2,-0.2639;0.1077
WIPF1,-0.07806269694051049,True,2,-0.0352;-0.1209
REXO2,-0.07805591166338338,True,2,-0.0690;-0.0871
ZNF837,-0.07805023772017738,True,2,-0.0706;-0.0855
ECD,-0.07803264071832272,True,1,-0.0780
ARHGEF7,-0.07803248384567069,True,2,-0.1002;-0.0558
FBXW4,-0.07802612079578608,False,2,-0.1678;0.0118
NAA50,-0.07797582310594486,True,1,-0.0780
DEPDC1,-0.0779663329200102,True,2,-0.1319;-0.0240
DDIT4,-0.07795627106941361,False,2,-0.1613;0.0054
ACADM,-0.07792446600762032,True,2,-0.0900;-0.0659
SEL1L3,-0.07790528676870584,True,2,-0.1096;-0.0462
AFF1,-0.07788776373408801,False,2,-0.2346;0.0788
UCK1,-0.07788155279977249,True,2,-0.1069;-0.0489
MGRN1,-0.0778525174392754,True,2,-0.0720;-0.0837
FYB1,-0.07783194889892897,True,2,-0.1205;-0.0352
EYS,-0.07779565459737703,True,2,-0.0061;-0.1495
HLA-C,-0.0777925460124842,True,2,-0.0622;-0.0934
AEBP1,-0.07778744165178475,False,2,-0.2384;0.0828
ANKRD9,-0.07775342886252712,True,2,-0.0889;-0.0666
ACSL6,-0.07774069037132497,True,2,-0.0763;-0.0792
TIGD2,-0.07773794080610275,True,2,-0.1270;-0.0285
RRP8,-0.0777151473202452,True,2,-0.1316;-0.0238
SMARCA2,-0.07769985101987675,False,2,-0.2458;0.0904
TACC2,-0.07769776403416151,True,2,-0.0635;-0.0919
IKZF4,-0.07768514361198031,False,2,0.0326;-0.1880
ALG5,-0.0776831636790759,False,2,-0.2279;0.0725
SMAP2,-0.07767667189843136,True,2,-0.0376;-0.1177
DSTYK,-0.0776603759737543,True,2,-0.1171;-0.0383
ARHGEF1,-0.0776326394085487,True,2,-0.1429;-0.0124
IL18BP,-0.077629168293191,False,2,-0.2421;0.0868
DYRK2,-0.07762581018911863,True,2,-0.1106;-0.0447
PRR4,-0.07761170111974008,True,2,-0.0747;-0.0805
POLI,-0.0776053517744475,False,2,-0.2075;0.0523
ANP32E,-0.07759535779273946,True,2,-0.0695;-0.0857
ZNF784,-0.07758302908291054,False,2,0.0009;-0.1561
LY86,-0.07757318560419912,False,2,-0.1630;0.0078
P2RY11,-0.07756816031264319,True,2,-0.0454;-0.1098
ITM2C,-0.07755816199275783,True,2,-0.0255;-0.1296
ITPA,-0.07754086224639956,True,2,-0.1546;-0.0004
